"ensembl_gene_id","external_gene_name","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name"
"ENSMUSG00000029838","Ptn","ENSG00000105894","PTN"
"ENSMUSG00000139264","","",""
"ENSMUSG00000029372","Ppbp","ENSG00000163736","PPBP"
"ENSMUSG00000134090","","",""
"ENSMUSG00000139266","","",""
"ENSMUSG00000041609","Bicdl1","ENSG00000135127","BICDL1"
"ENSMUSG00000139311","","",""
"ENSMUSG00000134097","","",""
"ENSMUSG00000139318","","",""
"ENSMUSG00000134109","","",""
"ENSMUSG00000087334","AW495222","",""
"ENSMUSG00000139350","","",""
"ENSMUSG00000139355","","",""
"ENSMUSG00000038665","Dgki","ENSG00000157680","DGKI"
"ENSMUSG00000023018","Smarcd1","ENSG00000066117","SMARCD1"
"ENSMUSG00000116976","4930500H12Rik","",""
"ENSMUSG00002075053","Gm55947","",""
"ENSMUSG00000134128","","",""
"ENSMUSG00000032380","Dapk2","ENSG00000035664","DAPK2"
"ENSMUSG00000114242","Gm31219","",""
"ENSMUSG00000080874","Gm15010","",""
"ENSMUSG00000042793","Lgr6","ENSG00000133067","LGR6"
"ENSMUSG00002076841","Gm54805","",""
"ENSMUSG00000134132","","",""
"ENSMUSG00000049536","Tceal1","ENSG00000172465","TCEAL1"
"ENSMUSG00000134136","","",""
"ENSMUSG00000114400","Gm47533","",""
"ENSMUSG00000031422","Morf4l2","ENSG00000123562","MORF4L2"
"ENSMUSG00000022215","Fitm1","ENSG00000139914","FITM1"
"ENSMUSG00000035486","Plk5","ENSG00000185988","PLK5"
"ENSMUSG00000098800","Gm27244","",""
"ENSMUSG00000049565","Aknad1","ENSG00000162641","AKNAD1"
"ENSMUSG00000134168","","",""
"ENSMUSG00000022216","Psme1","ENSG00000092010","PSME1"
"ENSMUSG00000134172","","",""
"ENSMUSG00000114168","Gm47194","",""
"ENSMUSG00000114652","Gm41043","",""
"ENSMUSG00000114843","Gm35733","",""
"ENSMUSG00000120366","Gm56565","",""
"ENSMUSG00000024160","Spsb3","ENSG00000162032","SPSB3"
"ENSMUSG00000139398","","",""
"ENSMUSG00000134210","","",""
"ENSMUSG00000139400","","",""
"ENSMUSG00000139422","","",""
"ENSMUSG00000114958","Gm48612","",""
"ENSMUSG00000141637","","",""
"ENSMUSG00000121615","Gm36128","",""
"ENSMUSG00000134253","","",""
"ENSMUSG00000139435","","",""
"ENSMUSG00000134277","","",""
"ENSMUSG00000139437","","",""
"ENSMUSG00000085331","Gm11274","",""
"ENSMUSG00000139448","","",""
"ENSMUSG00000037652","Phc3","ENSG00000173889","PHC3"
"ENSMUSG00000139481","","",""
"ENSMUSG00000029373","Pf4","",""
"ENSMUSG00000134293","","",""
"ENSMUSG00000134320","","",""
"ENSMUSG00000139524","","",""
"ENSMUSG00000134361","","",""
"ENSMUSG00000025958","Creb1","ENSG00000118260","CREB1"
"ENSMUSG00000038664","Herc1","ENSG00000103657","HERC1"
"ENSMUSG00000139526","","",""
"ENSMUSG00000134374","","",""
"ENSMUSG00000139532","","",""
"ENSMUSG00000113329","4930555G21Rik","",""
"ENSMUSG00000139564","","",""
"ENSMUSG00000139625","","",""
"ENSMUSG00000139649","","",""
"ENSMUSG00000134414","","",""
"ENSMUSG00000120079","Gm36129","",""
"ENSMUSG00000086827","4930461C15Rik","",""
"ENSMUSG00000134427","","",""
"ENSMUSG00000029379","Cxcl3","",""
"ENSMUSG00000114813","Gm47510","",""
"ENSMUSG00000134447","","",""
"ENSMUSG00000113591","4930447K03Rik","",""
"ENSMUSG00000029375","Cxcl15","",""
"ENSMUSG00000139686","","",""
"ENSMUSG00000141691","","",""
"ENSMUSG00000139721","","",""
"ENSMUSG00000141743","","",""
"ENSMUSG00000141783","","",""
"ENSMUSG00000112139","Gm47431","",""
"ENSMUSG00000116250","Gm34939","",""
"ENSMUSG00000073976","1700026J12Rik","",""
"ENSMUSG00002076065","Gm55976","",""
"ENSMUSG00000113613","Gm40893","",""
"ENSMUSG00000115938","Gm17241","",""
"ENSMUSG00000106957","Gm43085","",""
"ENSMUSG00000107044","Gm43086","",""
"ENSMUSG00000023019","Gpd1","ENSG00000167588","GPD1"
"ENSMUSG00000141788","","",""
"ENSMUSG00000087432","Gm15123","",""
"ENSMUSG00000029089","5730480H06Rik","ENSG00000163138","PACRGL"
"ENSMUSG00000085712","Gm15124","",""
"ENSMUSG00000112648","Gm47793","",""
"ENSMUSG00000048696","Mex3d","ENSG00000181588","MEX3D"
"ENSMUSG00000141811","","",""
"ENSMUSG00000141812","","",""
"ENSMUSG00000113982","Gm34557","",""
"ENSMUSG00000141847","","",""
"ENSMUSG00000141858","","",""
"ENSMUSG00000112787","Gm48790","",""
"ENSMUSG00000114049","Gm48140","",""
"ENSMUSG00002076295","Gm56208","",""
"ENSMUSG00000035478","Mbd3","ENSG00000071655","MBD3"
"ENSMUSG00000141872","","",""
"ENSMUSG00002075554","Gm55990","",""
"ENSMUSG00000088037","Gm24992","",""
"ENSMUSG00002076327","Gm55991","",""
"ENSMUSG00000120607","Gm35071","",""
"ENSMUSG00000110088","Gm45343","",""
"ENSMUSG00000023020","Cox14","ENSG00000178449","COX14"
"ENSMUSG00000109679","Gm45342","",""
"ENSMUSG00000031570","Plpp5","ENSG00000147535","PLPP5"
"ENSMUSG00000134475","","",""
"ENSMUSG00000023021","Cers5","ENSG00000139624","CERS5"
"ENSMUSG00000134498","","",""
"ENSMUSG00000141889","","",""
"ENSMUSG00000018595","Glra4","",""
"ENSMUSG00000141901","","",""
"ENSMUSG00000134503","","",""
"ENSMUSG00000134506","","",""
"ENSMUSG00000139758","","",""
"ENSMUSG00000100625","1700016G22Rik","",""
"ENSMUSG00000139761","","",""
"ENSMUSG00000139766","","",""
"ENSMUSG00000030706","Mrpl48","ENSG00000175581","MRPL48"
"ENSMUSG00000097543","Gm805","",""
"ENSMUSG00000139801","","",""
"ENSMUSG00000029380","Cxcl1","",""
"ENSMUSG00000139816","","",""
"ENSMUSG00000082214","Gm15009","",""
"ENSMUSG00000139901","","",""
"ENSMUSG00000038648","Creb3l2","ENSG00000182158","CREB3L2"
"ENSMUSG00000139911","","",""
"ENSMUSG00000031425","Plp1","ENSG00000123560","PLP1"
"ENSMUSG00000141977","","",""
"ENSMUSG00000073436","Eme2","ENSG00000197774","EME2"
"ENSMUSG00000141995","","",""
"ENSMUSG00000139932","","",""
"ENSMUSG00000139958","","",""
"ENSMUSG00000142077","","",""
"ENSMUSG00000113550","Gm29687","",""
"ENSMUSG00000139962","","",""
"ENSMUSG00000084834","4930565N06Rik","",""
"ENSMUSG00002075252","Gm55977","",""
"ENSMUSG00000142091","","",""
"ENSMUSG00000058427","Cxcl2","",""
"ENSMUSG00000112940","4930511J24Rik","",""
"ENSMUSG00000142110","","",""
"ENSMUSG00000142150","","",""
"ENSMUSG00000099360","1700022H16Rik","",""
"ENSMUSG00000140097","","",""
"ENSMUSG00000140156","","",""
"ENSMUSG00000140278","","",""
"ENSMUSG00000140308","","",""
"ENSMUSG00000087190","D430001F17Rik","",""
"ENSMUSG00000093587","Gm20554","",""
"ENSMUSG00000022217","Emc9","ENSG00000100908","EMC9"
"ENSMUSG00000142256","","",""
"ENSMUSG00000101565","1700003L19Rik","",""
"ENSMUSG00000038641","Akr1d1","ENSG00000122787","AKR1D1"
"ENSMUSG00000038056","Kmt2c","ENSG00000055609","KMT2C"
"ENSMUSG00000142269","","",""
"ENSMUSG00000112410","B230217J21Rik","",""
"ENSMUSG00000134578","","",""
"ENSMUSG00000084437","Gm23428","ENSG00000202491","RNU6-716P"
"ENSMUSG00000084437","Gm23428","ENSG00000199226","RNU6-50P"
"ENSMUSG00000100130","Gm28379","",""
"ENSMUSG00000134584","","",""
"ENSMUSG00000134586","","",""
"ENSMUSG00000038880","Mrps34","ENSG00000074071","MRPS34"
"ENSMUSG00000134606","","",""
"ENSMUSG00000050503","Fbxl22","ENSG00000197361","FBXL22"
"ENSMUSG00000142308","","",""
"ENSMUSG00000142309","","",""
"ENSMUSG00000142353","","",""
"ENSMUSG00000134621","","",""
"ENSMUSG00000106889","Gm7463","",""
"ENSMUSG00000134644","","",""
"ENSMUSG00000114010","Gm47432","",""
"ENSMUSG00000020163","Uqcr11","ENSG00000127540","UQCR11"
"ENSMUSG00000107035","Ybx1-ps2","",""
"ENSMUSG00000142395","","",""
"ENSMUSG00000080242","Atp6v0c-ps2","",""
"ENSMUSG00000142396","","",""
"ENSMUSG00000079197","Psme2","ENSG00000100911","PSME2"
"ENSMUSG00000106853","Gm7492","",""
"ENSMUSG00000032376","Usp3","ENSG00000140455","USP3"
"ENSMUSG00000116554","4930563N14Rik","",""
"ENSMUSG00000029833","Trim24","ENSG00000122779","TRIM24"
"ENSMUSG00000142425","","",""
"ENSMUSG00000044348","Slc25a53","ENSG00000269743","SLC25A53"
"ENSMUSG00000073435","Nme3","ENSG00000103024","NME3"
"ENSMUSG00000108990","Gm44648","",""
"ENSMUSG00000142436","","",""
"ENSMUSG00000081359","Cox20b","",""
"ENSMUSG00000113164","4930559C10Rik","",""
"ENSMUSG00000114810","Gm36101","",""
"ENSMUSG00000030704","Rab6a","ENSG00000175582","RAB6A"
"ENSMUSG00000114438","Gm47827","",""
"ENSMUSG00000134728","","",""
"ENSMUSG00000134736","","",""
"ENSMUSG00000142465","","",""
"ENSMUSG00000112985","Gm48556","",""
"ENSMUSG00000142472","","",""
"ENSMUSG00000020167","Tcf3","ENSG00000071564","TCF3"
"ENSMUSG00000140400","","",""
"ENSMUSG00000142486","","",""
"ENSMUSG00000024165","Jpt2","ENSG00000206053","JPT2"
"ENSMUSG00000134757","","",""
"ENSMUSG00000096921","Gm26822","",""
"ENSMUSG00000142504","","",""
"ENSMUSG00000142524","","",""
"ENSMUSG00000140435","","",""
"ENSMUSG00000142556","","",""
"ENSMUSG00000110127","6430710M23Rik","",""
"ENSMUSG00000142567","","",""
"ENSMUSG00000140445","","",""
"ENSMUSG00000037316","Bag4","ENSG00000156735","BAG4"
"ENSMUSG00000142612","","",""
"ENSMUSG00000142614","","",""
"ENSMUSG00000142622","","",""
"ENSMUSG00000120379","Gm56534","",""
"ENSMUSG00000116800","Gm29823","",""
"ENSMUSG00000134787","","",""
"ENSMUSG00000134800","","",""
"ENSMUSG00000038002","Cramp1","ENSG00000007545","CRAMP1"
"ENSMUSG00000134839","","",""
"ENSMUSG00000031838","Ifi30","ENSG00000216490","IFI30"
"ENSMUSG00000120715","Gm56533","",""
"ENSMUSG00000031840","Rab3a","ENSG00000105649","RAB3A"
"ENSMUSG00000140459","","",""
"ENSMUSG00000134841","","",""
"ENSMUSG00000042595","Fam199x","ENSG00000123575","FAM199X"
"ENSMUSG00000140467","","",""
"ENSMUSG00000140470","","",""
"ENSMUSG00000140478","","",""
"ENSMUSG00000090406","Gm17058","",""
"ENSMUSG00000065643","Gm25897","",""
"ENSMUSG00000140496","","",""
"ENSMUSG00000092014","Gm4468","",""
"ENSMUSG00000090500","Gm17057","",""
"ENSMUSG00000140525","","",""
"ENSMUSG00000115030","Gm49274","",""
"ENSMUSG00000140555","","",""
"ENSMUSG00000025956","Mettl21a","ENSG00000144401","METTL21A"
"ENSMUSG00000115053","Gm49275","",""
"ENSMUSG00000134860","","",""
"ENSMUSG00000116799","Gm32357","",""
"ENSMUSG00000060311","Mucl1","",""
"ENSMUSG00000134864","","",""
"ENSMUSG00000142657","","",""
"ENSMUSG00000114138","Gm36423","",""
"ENSMUSG00000116074","Gm49491","",""
"ENSMUSG00000113986","Gm31333","",""
"ENSMUSG00000115448","Gm21178","",""
"ENSMUSG00002075939","Gm54416","",""
"ENSMUSG00000036925","Mucl2","",""
"ENSMUSG00000089191","Gm25770","",""
"ENSMUSG00000080718","Gm8019","",""
"ENSMUSG00000084086","Gm5761","",""
"ENSMUSG00000081938","Gm15039","",""
"ENSMUSG00000070871","Ccnyl1","ENSG00000163249","CCNYL1"
"ENSMUSG00000095988","Gm15042","",""
"ENSMUSG00000140592","","",""
"ENSMUSG00000140596","","",""
"ENSMUSG00000140603","","",""
"ENSMUSG00000095591","Gm15045","",""
"ENSMUSG00000121046","Gm56725","",""
"ENSMUSG00000119969","Gm56615","",""
"ENSMUSG00000140616","","",""
"ENSMUSG00000082210","Gm14382","",""
"ENSMUSG00000022332","Khdrbs3","ENSG00000131773","KHDRBS3"
"ENSMUSG00000082011","Gm15043","",""
"ENSMUSG00000040205","Cuzd1","ENSG00000138161","CUZD1"
"ENSMUSG00000140672","","",""
"ENSMUSG00000047098","Rnf31","ENSG00000092098","RNF31"
"ENSMUSG00000140714","","",""
"ENSMUSG00000086387","Gm15563","",""
"ENSMUSG00000140786","","",""
"ENSMUSG00000083493","Gm15044","",""
"ENSMUSG00000032373","Car12","ENSG00000074410","CA12"
"ENSMUSG00000023443","Esx1","ENSG00000123576","ESX1"
"ENSMUSG00000140798","","",""
"ENSMUSG00000140821","","",""
"ENSMUSG00000140917","","",""
"ENSMUSG00000140920","","",""
"ENSMUSG00000141090","","",""
"ENSMUSG00000087143","A830082K12Rik","",""
"ENSMUSG00000061313","Ddhd2","ENSG00000085788","DDHD2"
"ENSMUSG00000141095","","",""
"ENSMUSG00000030858","Fam24b","",""
"ENSMUSG00000141103","","",""
"ENSMUSG00000142691","","",""
"ENSMUSG00000141120","","",""
"ENSMUSG00000142693","","",""
"ENSMUSG00000141151","","",""
"ENSMUSG00000082696","Gm15040","",""
"ENSMUSG00000081349","Gm15041","",""
"ENSMUSG00000142706","","",""
"ENSMUSG00002075811","Gm54830","ENSG00000199633","SNORA63"
"ENSMUSG00002075811","Gm54830","ENSG00000201791","SNORA63"
"ENSMUSG00002075811","Gm54830","ENSG00000199473","SNORA63"
"ENSMUSG00002075811","Gm54830","ENSG00000202449","SNORA63"
"ENSMUSG00000030859","Fam24a","",""
"ENSMUSG00000142721","","",""
"ENSMUSG00000082955","Gm8036","",""
"ENSMUSG00000141159","","",""
"ENSMUSG00000120450","Gm41485","",""
"ENSMUSG00000142729","","",""
"ENSMUSG00000100315","1700031P21Rik","",""
"ENSMUSG00000031283","Chrdl1","ENSG00000101938","CHRDL1"
"ENSMUSG00000141179","","",""
"ENSMUSG00000024228","Nudt12","ENSG00000112874","NUDT12"
"ENSMUSG00000141191","","",""
"ENSMUSG00000045005","Fzd5","ENSG00000163251","FZD5"
"ENSMUSG00000141230","","",""
"ENSMUSG00000141235","","",""
"ENSMUSG00000141250","","",""
"ENSMUSG00000141256","","",""
"ENSMUSG00000141275","","",""
"ENSMUSG00000102140","Gm38058","",""
"ENSMUSG00000141304","","",""
"ENSMUSG00000040177","2310057M21Rik","ENSG00000119965","C10orf88"
"ENSMUSG00000051344","Plekhm3","ENSG00000178385","PLEKHM3"
"ENSMUSG00000116092","Gm49422","",""
"ENSMUSG00000142738","","",""
"ENSMUSG00000134946","","",""
"ENSMUSG00000038679","Trps1","ENSG00000104447","TRPS1"
"ENSMUSG00000099411","2310015D24Rik","",""
"ENSMUSG00000097848","Gm807","",""
"ENSMUSG00000142744","","",""
"ENSMUSG00000077629","Gm23769","",""
"ENSMUSG00000024227","Pdzph1","",""
"ENSMUSG00000116894","4930547E14Rik","",""
"ENSMUSG00000029830","Svopl","ENSG00000157703","SVOPL"
"ENSMUSG00000032375","Aph1b","ENSG00000138613","APH1B"
"ENSMUSG00000134977","","",""
"ENSMUSG00000134984","","",""
"ENSMUSG00000135019","","",""
"ENSMUSG00000135036","","",""
"ENSMUSG00000135064","","",""
"ENSMUSG00000135075","","",""
"ENSMUSG00000135095","","",""
"ENSMUSG00000063179","Pstk","ENSG00000179988","PSTK"
"ENSMUSG00000135102","","",""
"ENSMUSG00000135141","","",""
"ENSMUSG00000135183","","",""
"ENSMUSG00000142766","","",""
"ENSMUSG00000135207","","",""
"ENSMUSG00000135231","","",""
"ENSMUSG00000142778","","",""
"ENSMUSG00000142785","","",""
"ENSMUSG00000135250","","",""
"ENSMUSG00000113886","Gm48905","",""
"ENSMUSG00000141414","","",""
"ENSMUSG00000142820","","",""
"ENSMUSG00000135258","","",""
"ENSMUSG00000014602","Kif1a","ENSG00000130294","KIF1A"
"ENSMUSG00000142825","","",""
"ENSMUSG00000141422","","",""
"ENSMUSG00000100022","Gm29590","",""
"ENSMUSG00000102369","9530022L04Rik","",""
"ENSMUSG00000142847","","",""
"ENSMUSG00000084458","Mir1907","",""
"ENSMUSG00000102741","Gm2979","",""
"ENSMUSG00000000934","Top1mt","ENSG00000184428","TOP1MT"
"ENSMUSG00000112278","Gm30025","",""
"ENSMUSG00000141423","","",""
"ENSMUSG00000096959","4930509G22Rik","",""
"ENSMUSG00000027882","Stxbp3","ENSG00000116266","STXBP3"
"ENSMUSG00000142859","","",""
"ENSMUSG00000112959","Gm32834","",""
"ENSMUSG00000142884","","",""
"ENSMUSG00000141509","","",""
"ENSMUSG00000141517","","",""
"ENSMUSG00000046196","Ttc39d","",""
"ENSMUSG00000114089","Gm47116","",""
"ENSMUSG00000135317","","",""
"ENSMUSG00000142955","","",""
"ENSMUSG00000135324","","",""
"ENSMUSG00000055760","Gemin6","ENSG00000152147","GEMIN6"
"ENSMUSG00000143016","","",""
"ENSMUSG00000135344","","",""
"ENSMUSG00000143020","","",""
"ENSMUSG00000135355","","",""
"ENSMUSG00000135404","","",""
"ENSMUSG00000114050","Gm47666","",""
"ENSMUSG00000135489","","",""
"ENSMUSG00000141520","","",""
"ENSMUSG00000002325","Irf9","ENSG00000213928","IRF9"
"ENSMUSG00000141539","","",""
"ENSMUSG00000116714","2210020O09Rik","",""
"ENSMUSG00000038600","Atp6v0a4","ENSG00000105929","ATP6V0A4"
"ENSMUSG00000141558","","",""
"ENSMUSG00000035051","Dhx57","ENSG00000163214","DHX57"
"ENSMUSG00000143063","","",""
"ENSMUSG00000074232","Gm10647","",""
"ENSMUSG00000141565","","",""
"ENSMUSG00000143064","","",""
"ENSMUSG00000071076","Jund","ENSG00000130522","JUND"
"ENSMUSG00000075265","Tnk2os","",""
"ENSMUSG00000053040","Aph1c","ENSG00000138613","APH1B"
"ENSMUSG00000108883","Gm44623","",""
"ENSMUSG00000143104","","",""
"ENSMUSG00000143122","","",""
"ENSMUSG00000031845","Bco1","ENSG00000135697","BCO1"
"ENSMUSG00000143143","","",""
"ENSMUSG00000040167","Ikzf5","ENSG00000095574","IKZF5"
"ENSMUSG00000141616","","",""
"ENSMUSG00000093579","Gm20036","",""
"ENSMUSG00000135507","","",""
"ENSMUSG00000143174","","",""
"ENSMUSG00000135536","","",""
"ENSMUSG00000097146","Gm4211","",""
"ENSMUSG00000141622","","",""
"ENSMUSG00000143198","","",""
"ENSMUSG00000141656","","",""
"ENSMUSG00000141689","","",""
"ENSMUSG00000143226","","",""
"ENSMUSG00000084999","Gm15839","",""
"ENSMUSG00000143227","","",""
"ENSMUSG00000121786","Gm40287","",""
"ENSMUSG00000116611","4930404A05Rik","",""
"ENSMUSG00000027359","Slc27a2","ENSG00000140284","SLC27A2"
"ENSMUSG00000088047","Gm23325","",""
"ENSMUSG00000135580","","",""
"ENSMUSG00000085523","Gm15945","",""
"ENSMUSG00000035299","Mid1","ENSG00000101871","MID1"
"ENSMUSG00000112941","Gm48623","",""
"ENSMUSG00000022580","Rhpn1","ENSG00000158106","RHPN1"
"ENSMUSG00000036943","Rab8b","ENSG00000166128","RAB8B"
"ENSMUSG00000143263","Gm31064","",""
"ENSMUSG00000143301","","",""
"ENSMUSG00000116965","Gm36742","",""
"ENSMUSG00000036781","Rps27l","ENSG00000185088","RPS27L"
"ENSMUSG00000143308","","",""
"ENSMUSG00000141814","","",""
"ENSMUSG00000143331","","",""
"ENSMUSG00000141879","","",""
"ENSMUSG00000087109","4930474H06Rik","",""
"ENSMUSG00000116654","Gm10823","",""
"ENSMUSG00000109570","Gm44624","",""
"ENSMUSG00000143337","","",""
"ENSMUSG00000108910","Gm44625","",""
"ENSMUSG00000135624","","",""
"ENSMUSG00000141943","","",""
"ENSMUSG00000143354","","",""
"ENSMUSG00000141973","","",""
"ENSMUSG00000030861","Acadsb","ENSG00000196177","ACADSB"
"ENSMUSG00000116755","6430553K19Rik","",""
"ENSMUSG00000029376","Mthfd2l","ENSG00000163738","MTHFD2L"
"ENSMUSG00000143359","","",""
"ENSMUSG00000142005","","",""
"ENSMUSG00000143365","","",""
"ENSMUSG00000143367","","",""
"ENSMUSG00000068742","Cry2","ENSG00000121671","CRY2"
"ENSMUSG00000143390","","",""
"ENSMUSG00000090016","Gm16578","",""
"ENSMUSG00000143407","","",""
"ENSMUSG00000143416","","",""
"ENSMUSG00000093446","Gm20694","",""
"ENSMUSG00000116586","4930556C24Rik","",""
"ENSMUSG00000112859","Gm48522","",""
"ENSMUSG00000037296","Lsm1","ENSG00000175324","LSM1"
"ENSMUSG00000143443","","",""
"ENSMUSG00000143453","","",""
"ENSMUSG00000032370","Lactb","ENSG00000103642","LACTB"
"ENSMUSG00000143468","","",""
"ENSMUSG00000143491","","",""
"ENSMUSG00000143502","","",""
"ENSMUSG00000135668","","",""
"ENSMUSG00000143519","","",""
"ENSMUSG00000135682","","",""
"ENSMUSG00000120432","Gm56600","",""
"ENSMUSG00000142028","","",""
"ENSMUSG00000113811","Gm47882","",""
"ENSMUSG00000106457","Gm42585","",""
"ENSMUSG00000113548","Gm34047","",""
"ENSMUSG00000092344","Hspe1-ps3","",""
"ENSMUSG00000142045","","",""
"ENSMUSG00000029829","Tmem213","ENSG00000214128","TMEM213"
"ENSMUSG00000092181","Gm20432","",""
"ENSMUSG00000142047","","",""
"ENSMUSG00000092510","Gm18343","",""
"ENSMUSG00000002324","Rec8","ENSG00000100918","REC8"
"ENSMUSG00000143536","","",""
"ENSMUSG00000077387","Gm22656","ENSG00000200731","RNU1-124P"
"ENSMUSG00000077387","Gm22656","ENSG00000201574","RNU1-93P"
"ENSMUSG00000143554","","",""
"ENSMUSG00000038044","Cct8l1","ENSG00000198445","CCT8L2"
"ENSMUSG00000031574","Star","ENSG00000147465","STAR"
"ENSMUSG00000087924","Gm23231","ENSG00000251985","RNU6-1161P"
"ENSMUSG00000135693","","",""
"ENSMUSG00000035020","Epgn","ENSG00000182585","EPGN"
"ENSMUSG00000063455","D630045J12Rik","ENSG00000122778","KIAA1549"
"ENSMUSG00000135700","","",""
"ENSMUSG00000135701","","",""
"ENSMUSG00000143556","","",""
"ENSMUSG00000135705","","",""
"ENSMUSG00000113985","9130015A21Rik","",""
"ENSMUSG00000135712","","",""
"ENSMUSG00000142049","","",""
"ENSMUSG00000135713","","",""
"ENSMUSG00000135716","","",""
"ENSMUSG00000142056","","",""
"ENSMUSG00000142212","","",""
"ENSMUSG00002076756","Gm55959","ENSG00000251906","RNU6-351P"
"ENSMUSG00000142223","","",""
"ENSMUSG00000135731","","",""
"ENSMUSG00000142242","","",""
"ENSMUSG00000113038","Gm48491","",""
"ENSMUSG00000037643","Prkci","ENSG00000163558","PRKCI"
"ENSMUSG00000032503","Arpp21","ENSG00000172995","ARPP21"
"ENSMUSG00000143632","","",""
"ENSMUSG00000142272","","",""
"ENSMUSG00000135747","","",""
"ENSMUSG00000143660","","",""
"ENSMUSG00000135750","","",""
"ENSMUSG00000113421","Gm4166","",""
"ENSMUSG00000135753","","",""
"ENSMUSG00000105744","Gm43141","",""
"ENSMUSG00000135754","","",""
"ENSMUSG00000059244","Gm10062","",""
"ENSMUSG00000135757","","",""
"ENSMUSG00000135772","","",""
"ENSMUSG00000106144","Gm43972","",""
"ENSMUSG00000106241","Gm43143","",""
"ENSMUSG00000135778","","",""
"ENSMUSG00000029377","Ereg","ENSG00000124882","EREG"
"ENSMUSG00000143818","","",""
"ENSMUSG00000143862","","",""
"ENSMUSG00000135781","","",""
"ENSMUSG00000143870","","",""
"ENSMUSG00000135789","","",""
"ENSMUSG00000107073","4930428D20Rik","",""
"ENSMUSG00000087202","Gm15813","",""
"ENSMUSG00000113265","Gm30198","",""
"ENSMUSG00000116426","Gm30567","",""
"ENSMUSG00000135793","","",""
"ENSMUSG00000135813","","",""
"ENSMUSG00000097788","Gm16596","",""
"ENSMUSG00000028933","Xrcc2","ENSG00000196584","XRCC2"
"ENSMUSG00000135817","","",""
"ENSMUSG00000120085","Gm4827","",""
"ENSMUSG00000031575","Ash2l","ENSG00000129691","ASH2L"
"ENSMUSG00000120863","Gm56582","",""
"ENSMUSG00000109399","Gm44982","",""
"ENSMUSG00000108964","Gm18600","",""
"ENSMUSG00000110393","Gm36445","",""
"ENSMUSG00000108989","Gm44984","",""
"ENSMUSG00000109087","Gm45105","",""
"ENSMUSG00000040148","Hmx3","ENSG00000188620","HMX3"
"ENSMUSG00000047591","Mafa","ENSG00000182759","MAFA"
"ENSMUSG00000075600","Zc3h3","ENSG00000014164","ZC3H3"
"ENSMUSG00000143919","","",""
"ENSMUSG00000143958","","",""
"ENSMUSG00000050100","Hmx2","ENSG00000188816","HMX2"
"ENSMUSG00000029378","Areg","ENSG00000109321","AREG"
"ENSMUSG00000002319","Ipo4","ENSG00000196497","IPO4"
"ENSMUSG00000143961","","",""
"ENSMUSG00000135921","","",""
"ENSMUSG00000135927","","",""
"ENSMUSG00000135938","","",""
"ENSMUSG00000143970","","",""
"ENSMUSG00000135971","","",""
"ENSMUSG00000092130","D030025P21Rik","",""
"ENSMUSG00000135988","","",""
"ENSMUSG00000136009","","",""
"ENSMUSG00000113453","Gm30709","",""
"ENSMUSG00000143998","","",""
"ENSMUSG00000144005","","",""
"ENSMUSG00000144011","","",""
"ENSMUSG00000119278","Gm23092","",""
"ENSMUSG00000136063","","",""
"ENSMUSG00000082361","Btc","ENSG00000174808","BTC"
"ENSMUSG00000107026","Gm7504","",""
"ENSMUSG00000136076","","",""
"ENSMUSG00000142337","","",""
"ENSMUSG00000047749","Zc3hav1l","ENSG00000146858","ZC3HAV1L"
"ENSMUSG00000114957","Gm47316","",""
"ENSMUSG00000008496","Pou2f2","ENSG00000028277","POU2F2"
"ENSMUSG00000142358","","",""
"ENSMUSG00000116197","Gm38619","",""
"ENSMUSG00000113772","Gm47448","",""
"ENSMUSG00000120627","Gm56550","",""
"ENSMUSG00000049922","Slc35c1","ENSG00000181830","SLC35C1"
"ENSMUSG00000112977","Gm34081","",""
"ENSMUSG00000142384","","",""
"ENSMUSG00000045178","4933411O13Rik","",""
"ENSMUSG00000117440","Gm50087","",""
"ENSMUSG00000045257","Morn2","ENSG00000188010","MORN2"
"ENSMUSG00000111885","Gm35326","",""
"ENSMUSG00000142543","","",""
"ENSMUSG00000029826","Zc3hav1","ENSG00000105939","ZC3HAV1"
"ENSMUSG00000077416","Gm23747","",""
"ENSMUSG00000144072","","",""
"ENSMUSG00000114097","Gm35615","",""
"ENSMUSG00000034981","Parm1","ENSG00000169116","PARM1"
"ENSMUSG00000142545","","",""
"ENSMUSG00000144086","","",""
"ENSMUSG00000055762","Eef1d","ENSG00000104529","EEF1D"
"ENSMUSG00000054901","Arhgef33","ENSG00000214694","ARHGEF33"
"ENSMUSG00000092599","1700010K23Rik","",""
"ENSMUSG00000142580","4930542C21Rik","",""
"ENSMUSG00000144091","","",""
"ENSMUSG00000144123","","",""
"ENSMUSG00000136187","","",""
"ENSMUSG00000144158","","",""
"ENSMUSG00000112022","Gm2436","",""
"ENSMUSG00000107261","Trmt112-ps1","",""
"ENSMUSG00000027360","Hdc","ENSG00000140287","HDC"
"ENSMUSG00000142582","","",""
"ENSMUSG00000113243","Gm36525","",""
"ENSMUSG00000142586","","",""
"ENSMUSG00000029088","Kcnip4","ENSG00000185774","KCNIP4"
"ENSMUSG00000142680","","",""
"ENSMUSG00000142128","","",""
"ENSMUSG00000142704","","",""
"ENSMUSG00000142707","","",""
"ENSMUSG00000120188","Gm56606","",""
"ENSMUSG00000112690","Gm2446","",""
